notas_tecnicas_id,id_nota_hoja,nombre_nota,procedimiento_id,cups,nombre_procedimiento,tarifa
1715,1,OTRAS EPB SOLO URGENCIAS,296,907002,COOMBS DIRECTO FRACCIONADO MONOESPECIFICO ( INMUNOGLOBULINAS Y FRACCIONES DEL COMPLEMENTO ) EN TUBO,0.00
1716,1,OTRAS EPB SOLO URGENCIAS,298,907004,COOMBS DIRECTO CUALITATIVO EN TUBO,0.00
1717,1,OTRAS EPB SOLO URGENCIAS,301,907009,HEMOCLASIFICACION SISTEMA ABO DIRECTA [ HEMOCLASIFICACION GLOBULAR ] POR MICROTECNICA,0.00
1718,1,OTRAS EPB SOLO URGENCIAS,302,907106,HEMOCLASIFICACION SISTEMA ABO DIRECTA [ HEMOCLASIFICACION GLOBULAR ] EN TUBO,0.00
1719,1,OTRAS EPB SOLO URGENCIAS,304,907202,MOCO CERVICAL ANALISIS (TEST DE HELECHO),0.00
1832,1,OTRAS EPB SOLO URGENCIAS,476,90DS02,ELECTROCARDIOGRAMA DE RITMO O DE SUPERFICIE,0.00
1720,1,OTRAS EPB SOLO URGENCIAS,311,911016,RADIOGRAFIA DE COLUMNA TORACICA,0.00
1721,1,OTRAS EPB SOLO URGENCIAS,316,931001,RADIOGRAFIA DE PIE ( AP - LATERAL Y OBLICUA ),0.00
1722,1,OTRAS EPB SOLO URGENCIAS,320,935301,LAVADO GASTRICO PARA HIPOTERMIA O CONGELACION GASTRICA,0.00
1723,1,OTRAS EPB SOLO URGENCIAS,321,935302,IRRIGACION Y LAVADO DEL OJO,0.00
1724,1,OTRAS EPB SOLO URGENCIAS,322,935303,APLICACION O CAMBIO DE YESO O ARNES TORACOLUMBOSACRO,0.00
1725,1,OTRAS EPB SOLO URGENCIAS,323,935304,LAVADO E IRRIGACION DE OIDOS,0.00
1726,1,OTRAS EPB SOLO URGENCIAS,324,935305,SUSTITUCION DE TAPON NASAL,0.00
1727,1,OTRAS EPB SOLO URGENCIAS,325,935306,EXTRACCION DE TAPON NASAL,0.00
1728,1,OTRAS EPB SOLO URGENCIAS,326,935401,APLICACION DE FERULA,0.00
1729,1,OTRAS EPB SOLO URGENCIAS,327,935701,RETIRO DE SUTURAS DE CABEZA Y CUELLO ( RETIRO DE PUNTOS ),0.00
1730,1,OTRAS EPB SOLO URGENCIAS,329,936801,RETIRO DE SUTURAS DE TORAX ( RETIRO DE PUNTOS ),0.00
1731,1,OTRAS EPB SOLO URGENCIAS,330,939401,MEDICACION RESPIRATORIA ADMINISTRADA MEDIANTE NEBULIZACION (AEROSOLTERAPIA),0.00
1732,1,OTRAS EPB SOLO URGENCIAS,331,939402,EXTRACCION DE TAPON ( MECHA ) VAGINAL O VULVAR,0.00
1834,1,OTRAS EPB SOLO URGENCIAS,332,939403,RADIOGRAFIA DE PUAO O MUAECA,0.00
1733,1,OTRAS EPB SOLO URGENCIAS,333,943102,VACUNACION COMBINADA CONTRA HAEMOPHILUS INFLUENZA TIPO B - DIFTERIA - TETANOS - TOS FERINA Y HEPATITIS B ( PENTAVALENTE ),0.00
1734,1,OTRAS EPB SOLO URGENCIAS,334,944002,VACUNACION CONTRA POLIOMIELITIS ( VOP O IVP ),0.00
1735,1,OTRAS EPB SOLO URGENCIAS,335,944102,VACUNACION CONTRA HEPATITIS A,0.00
1736,1,OTRAS EPB SOLO URGENCIAS,336,944202,VACUNACION CONTRA HEPATITIS B,0.00
1737,1,OTRAS EPB SOLO URGENCIAS,337,950601,OBTURACION TEMPORAL POR DIENTE,0.00
1738,1,OTRAS EPB SOLO URGENCIAS,338,960201,INSERCION DE VIA AEREA OROFARINGEA,0.00
1739,1,OTRAS EPB SOLO URGENCIAS,340,961401,EXTRACCION DE SUTURAS DE PARED ABDOMINAL,0.00
1740,1,OTRAS EPB SOLO URGENCIAS,341,961601,EXTRACCION SIN INCISION DE CUERPO EXTRAAO DE CONDUCTO AUDITIVO EXTERNO,0.00
1741,1,OTRAS EPB SOLO URGENCIAS,343,963301,SUTURA O REPARACION DE LACERACION ( HERIDA ) EN LABIOS DE MAS DE CINCO CENTIMETROS,0.00
1742,1,OTRAS EPB SOLO URGENCIAS,346,965101,ADMINISTRACION DE TOXOIDE DE TETANOS. -- EXCY : ADMINISTRACION DE ANTITOXINA TETANICA ( 99. 4. 1. ) - VACUNAS COMBINADA QUE LO INCLUYEN,0.00
1743,1,OTRAS EPB SOLO URGENCIAS,347,965201,VACUNACION CONTRA RABIA,0.00
1744,1,OTRAS EPB SOLO URGENCIAS,348,965301,DERECHOS DE SALA DE PEQUEAA CIRUGIA ( SUTURAS ),0.00
1745,1,OTRAS EPB SOLO URGENCIAS,349,965901,"LAVADO, IRRIGACION Y CUIDADOS DE HERIDA EN AREA GENERAL",0.00
1746,1,OTRAS EPB SOLO URGENCIAS,350,970101,SUSTITUCION DE TUBO (SONDA) NASOGASTRICO O DE ESOFAGOSTOMIA,0.00
1747,1,OTRAS EPB SOLO URGENCIAS,351,971101,SUSTITUCION DE ESCAYOLA O FERULA EN MIEMBRO SUPERIOR,0.00
1748,1,OTRAS EPB SOLO URGENCIAS,352,971201,SUSTITUCION DE ESCAYOLA O FERULA EN MIEMBRO INFERIOR,0.00
1749,1,OTRAS EPB SOLO URGENCIAS,353,971401,SUSTITUCION DE OTRO DISPOSITIVO PARA INMOVILIZACION MUSCULOESQUELETICA,0.00
1750,1,OTRAS EPB SOLO URGENCIAS,358,973801,TRASLADO TERRESTRE BASICO DE PACIENTES - SIMPLE ORITO ( PUTUMAYO ) A PUERTO ASIS ( PUTUMAYO ),0.00
1751,1,OTRAS EPB SOLO URGENCIAS,360,976501,EXTRACCION DE DISPOSITIVO URETRAL,0.00
1752,1,OTRAS EPB SOLO URGENCIAS,361,977101,EXODONCIA DE DIENTE TEMPORAL UNIRRADICULAR,0.00
1753,1,OTRAS EPB SOLO URGENCIAS,364,981101,ATENCION ( VISITA ) DOMICILIARIA - POR ENFERMERIA. -- INCY : PROCEDIMIENTOS REALIZADOS POR ENFERMERA PROFESIONAL O AUXILIAR DE ENFERMERIA BAJO SU ESTRICTA SUPERVISION,0.00
1754,1,OTRAS EPB SOLO URGENCIAS,365,981201,EXTRACCION DE CUERPO EXTRANO DE LA NARIZ SIN INCISION VIA TRANSNASAL,0.00
1755,1,OTRAS EPB SOLO URGENCIAS,367,982101,EXTRACCION DE CUERPO EXTRANO SUPERFICIAL DE LA CONJUNTIVA,0.00
1756,1,OTRAS EPB SOLO URGENCIAS,368,982102,EXTRACCION DE CUERPO EXTRANO SUPERFICIAL EN CORNEA O ESCLEROTICA,0.00
1757,1,OTRAS EPB SOLO URGENCIAS,372,982701,EXTRACCION SIN INCISION DE CUERPO EXTRANO EN BRAZO Y ANTEBRAZO,0.00
1758,1,OTRAS EPB SOLO URGENCIAS,373,982801,EXTRACCION SIN INCISION DE CUERPO EXTRANO EN PIE,0.00
1759,1,OTRAS EPB SOLO URGENCIAS,374,982901,EXTRACCION SIN INCISION DE CUERPO EXTRANO EN MIEMBRO INFERIOR SALVO PIE,0.00
1760,1,OTRAS EPB SOLO URGENCIAS,375,990101,"EDUCACION GRUPAL EN SALUD, POR MEDICINA GENERAL",0.00
1761,1,OTRAS EPB SOLO URGENCIAS,376,990103,"EDUCACION GRUPAL EN SALUD, POR ODONTOLOGIA",0.00
1762,1,OTRAS EPB SOLO URGENCIAS,377,990104,"EDUCACION GRUPAL EN SALUD, POR ENFERMERIA",0.00
1763,1,OTRAS EPB SOLO URGENCIAS,378,990105,"EDUCACION GRUPAL EN SALUD, POR NUTRICION Y DIETETICA",0.00
1764,1,OTRAS EPB SOLO URGENCIAS,379,990106,"EDUCACION GRUPAL EN SALUD, POR PSICOLOGIA",0.00
1765,1,OTRAS EPB SOLO URGENCIAS,380,990107,"EDUCACION GRUPAL EN SALUD, POR TRABAJO SOCIAL",0.00
1766,1,OTRAS EPB SOLO URGENCIAS,381,990108,"EDUCACION GRUPAL EN SALUD, POR FISIOTERAPIA",0.00
1617,1,OTRAS EPB SOLO URGENCIAS,382,990111,DEMANDA INDUCIDA CANALIZADOS ALTERACIONES DE LA EMBARAZADA,0.00
1767,1,OTRAS EPB SOLO URGENCIAS,383,990112,"EDUCACION GRUPAL EN SALUD, POR HIGIENE ORAL",0.00
1768,1,OTRAS EPB SOLO URGENCIAS,384,990113,"EDUCACION GRUPAL EN SALUD, POR EQUIPO INTERDISCIPLINARIO",0.00
1769,1,OTRAS EPB SOLO URGENCIAS,385,990201,"EDUCACION INDIVIDUAL EN SALUD, POR MEDICINA GENERAL",0.00
1770,1,OTRAS EPB SOLO URGENCIAS,386,990203,"EDUCACION INDIVIDUAL EN SALUD, POR ODONTOLOGIA",0.00
1771,1,OTRAS EPB SOLO URGENCIAS,387,990204,"EDUCACION INDIVIDUAL EN SALUD, POR ENFERMERIA",0.00
1772,1,OTRAS EPB SOLO URGENCIAS,388,990205,"EDUCACION INDIVIDUAL EN SALUD, POR NUTRICION Y DIETETICA",0.00
1773,1,OTRAS EPB SOLO URGENCIAS,389,990206,"EDUCACION INDIVIDUAL EN SALUD, POR PSICOLOGIA",0.00
1774,1,OTRAS EPB SOLO URGENCIAS,390,990207,"EDUCACION INDIVIDUAL EN SALUD, POR TRABAJO SOCIAL",0.00
1616,1,OTRAS EPB SOLO URGENCIAS,391,990211,CONSULTA DE PRIMERA VEZ POR NUTRICION Y DIETETICA,0.00
1775,1,OTRAS EPB SOLO URGENCIAS,392,990212,"EDUCACION INDIVIDUAL EN SALUD, POR HIGIENE ORAL",0.00
1776,1,OTRAS EPB SOLO URGENCIAS,393,991402,APLICACION INMUNOGLOBULINA ANTIRRABICA,0.00
1777,1,OTRAS EPB SOLO URGENCIAS,394,991403,APLICACION INMUNOGLOBULINA ANTITETANICA,0.00
1778,1,OTRAS EPB SOLO URGENCIAS,395,991601,INYECCION DE ANTIDOTO,0.00
1779,1,OTRAS EPB SOLO URGENCIAS,396,991801,INFUSION O ADMINISTRACION DE SOLUCIONES DE LIQUIDOS Y ELECTROLITOS,0.00
1780,1,OTRAS EPB SOLO URGENCIAS,399,992990,INYECCION O INFUSION DE OTRA SUSTANCIA TERAPEUTICA O PROFILACTICA,0.00
1781,1,OTRAS EPB SOLO URGENCIAS,400,993102,VACUNACION CONTRA FIEBRE AMARILLA,0.00
1837,1,OTRAS EPB SOLO URGENCIAS,401,993103,VACUNACION CONTRA MENINGOCOCO (AC O BC),0.00
1782,1,OTRAS EPB SOLO URGENCIAS,402,993104,VACUNACION CONTRA SARAMPION. -- EXCY : VACUNACION COMBINADA CONTRA SARAMPION - PAROTIDITIS Y RUBEOLA [ SRP ] ( TRIPLE VIRAL ) ( 99. 3. 5. 22 ),0.00
1783,1,OTRAS EPB SOLO URGENCIAS,403,993105,VACUNACION CONTRA PAROTIDITIS. -- EXCY : VACUNACION COMBINADA CONTRA SARAMPION - PAROTIDITIS Y RUBEOLA [ SRP ] ( TRIPLE VIRAL ) ( 99. 3. 5. 22 ),0.00
1784,1,OTRAS EPB SOLO URGENCIAS,404,993106,VACUNACION CONTRA RUBEOLA. -- EXCY : VACUNACION COMBINADA CONTRA SARAMPION - PAROTIDITIS Y RUBEOLA [ SRP ] ( TRIPLE VIRAL ) ( 99. 3. 5. 22 ),0.00
1785,1,OTRAS EPB SOLO URGENCIAS,405,993107,CONSEJERIA EN VIH,0.00
1786,1,OTRAS EPB SOLO URGENCIAS,406,993120,VACUNACION CONTRA VARICELA,0.00
1787,1,OTRAS EPB SOLO URGENCIAS,407,993122,VACUNACION CONTRA INFLUENZA,0.00
1788,1,OTRAS EPB SOLO URGENCIAS,408,993130,VACUNACION CONTRA ROTAVIRUS,0.00
1789,1,OTRAS EPB SOLO URGENCIAS,409,993501,VACUNACION COMBINADA CONTRA SARAMPION Y RUBEOLA [ SR ] ( DOBLE VIRAL ),0.00
1790,1,OTRAS EPB SOLO URGENCIAS,410,993502,VACUNACION COMBINADA CONTRA SARAMPION - PAROTIDITIS Y RUBEOLA [ SRP ] ( TRIPLE VIRAL ),0.00
1791,1,OTRAS EPB SOLO URGENCIAS,411,993503,ADMINISTRACION DE ANTITOXINA TETANICA,0.00
1792,1,OTRAS EPB SOLO URGENCIAS,412,993504,ADMINISTRACION DE ANTITOXINA DIFTERICA,0.00
1793,1,OTRAS EPB SOLO URGENCIAS,413,993505,VACUNACIÓN CONTRA RABIA,0.00
1794,1,OTRAS EPB SOLO URGENCIAS,414,993506,VIH - PRUEBA RAPIDA,0.00
1795,1,OTRAS EPB SOLO URGENCIAS,415,993507,HEPATITIS B - PRUEBA RAPIDA,0.00
1796,1,OTRAS EPB SOLO URGENCIAS,416,993508,DENGUE - ANTICUERPOS [ IG G - IG M ] - PRUEBA RAPIDA,0.00
1797,1,OTRAS EPB SOLO URGENCIAS,417,993509,ANTIBIOGRAMA ( DISCO ),0.00
1798,1,OTRAS EPB SOLO URGENCIAS,418,993510,ANTIBIOGRAMA CONCENTRACION MINIMA INHIBITORIA METODO AUTOMATIZADO,0.00
1799,1,OTRAS EPB SOLO URGENCIAS,419,993512,ANTIBIOGRAMA CONCENTRACION MINIMA INHIBITORIA METODO MANUAL,0.00
1800,1,OTRAS EPB SOLO URGENCIAS,420,993513,VACUNACION CONTRA VIRUS PAPILOMA HUMANO [VPH],0.00
1801,1,OTRAS EPB SOLO URGENCIAS,421,993520,BACILOSCOPIA COLORACION ACIDO ALCOHOL - RESISTENTE [ ZIEHL - NEELSEN ],0.00
1802,1,OTRAS EPB SOLO URGENCIAS,422,993522,COLORACION ACIDO ALCOHOL RESISTENTE MODIFICADA Y LECTURA. -- INCY : ISOSPORA BELLI - CRYPTOSPORIDIUM - ENTRE OTROS,0.00
1803,1,OTRAS EPB SOLO URGENCIAS,423,994101,COLORACION AZUL DE METILENO Y LECTURA PARA CUALQUIER MUESTRA,0.00
1804,1,OTRAS EPB SOLO URGENCIAS,424,994301,COLORACION GIEMSA Y LECTURA,0.00
1805,1,OTRAS EPB SOLO URGENCIAS,425,995201,OTRA VACUNACION DEL PROGRAMA AMPLIADO DE INMUNIZACIONES,0.00
1806,1,OTRAS EPB SOLO URGENCIAS,427,997002,CONTROL DE PLACA BACTERIANA,0.00
1807,1,OTRAS EPB SOLO URGENCIAS,429,997105,APLICACION DE RESINA PREVENTIVA,0.00
1808,1,OTRAS EPB SOLO URGENCIAS,430,997106,VACUNACION CONTRA TUBERCULOSIS [ BCG ],0.00
1809,1,OTRAS EPB SOLO URGENCIAS,431,997107,VACUNACION CONTRA HAEMOPHILUS INFLUENZA TIPO B,0.00
1810,1,OTRAS EPB SOLO URGENCIAS,432,997301,ADMINISTRACION DE TOXOIDE DIFTERICO. -- EXCY : ADMINISTRACION DE ANTITOXINA DIFTERICA ( 99. 4. 3. ) - VACUNAS COMBINADA QUE LO INCLUYEN,0.00
2174,7,POLICIA NACIONAL,440,129B01,INTERNACION ADULTOS COMPLEJIDAD BAJA HABITACION INDIVIDUAL (INCLUYE AISLAMIENTO),0.00
2175,7,POLICIA NACIONAL,441,129B02,INTERNACION ADULTOS COMPLEJIDAD BAJA HABITACION MULTIPLE,0.00
2200,7,POLICIA NACIONAL,6,161101,EXTRACCION DE CUERPO EXTRANO EN ORBITA,0.00
1843,7,POLICIA NACIONAL,7,180201,DRENAJE DE COLECCION DE CONDUCTO AUDITIVO EXTERNO,0.00
1844,7,POLICIA NACIONAL,8,184101,SUTURA DE LACERACION DE PABELLON AURICULAR,0.00
1845,7,POLICIA NACIONAL,9,230101,EXODONCIA DE DIENTE PERMANENTE UNIRRADICULAR,0.00
1846,7,POLICIA NACIONAL,10,230102,EXODONCIA DE DIENTE PERMANENTE MULTIRRADICULAR,0.00
1847,7,POLICIA NACIONAL,12,230201,EXODONCIA DE DIENTE TEMPORAL UNIRRADICULAR,0.00
1848,7,POLICIA NACIONAL,13,230202,EXODONCIA DE DIENTE TEMPORAL MULTIRRADICULAR,0.00
1849,7,POLICIA NACIONAL,15,231101,EXODONCIA QUIRURGICA UNIRRADICULAR,0.00
1850,7,POLICIA NACIONAL,16,231201,EXODONCIA QUIRURGICA MULTIRRADICULAR,0.00
1851,7,POLICIA NACIONAL,18,232102,OBTURACION DENTAL CON RESINA DE FOTOCURADO,0.00
1852,7,POLICIA NACIONAL,19,232103,OBTURACION DENTAL CON IONOMERO DE VIDRIO,0.00
1853,7,POLICIA NACIONAL,20,232201,OBTURACION TEMPORAL POR DIENTE,0.00
1854,7,POLICIA NACIONAL,21,232401,RECONSTRUCCION DE ANGULO INCISAL,0.00
1855,7,POLICIA NACIONAL,22,232402,RECONSTRUCCION TERCIO INCISAL,0.00
1856,7,POLICIA NACIONAL,25,237102,PULPOTOMIA,0.00
1857,7,POLICIA NACIONAL,26,237103,PULPECTOMIA,0.00
1858,7,POLICIA NACIONAL,27,237301,TERAPIA DE CONDUCTO RADICULAR EN DIENTE UNIRRADICULAR,0.00
1859,7,POLICIA NACIONAL,28,237302,TERAPIA DE CONDUCTO RADICULAR EN DIENTE BIRRADICULAR,0.00
1860,7,POLICIA NACIONAL,29,237304,TERAPIA DE CONDUCTO RADICULAR EN DIENTE TEMPORAL UNIRRADICULAR,0.00
1861,7,POLICIA NACIONAL,30,240301,"ALISADO RADICULAR, CAMPO CERRADO",0.00
1862,7,POLICIA NACIONAL,32,247401,FERULIZACION RIGIDA (SUPERIOR O INFERIOR),0.00
1863,7,POLICIA NACIONAL,33,247402,FERULIZACION SEMIRRIGIDA (SUPERIOR O INFERIOR),0.00
1864,7,POLICIA NACIONAL,34,249101,CONTROL DE HEMORRAGIA DENTAL POSQUIRURGICA,0.00
1865,7,POLICIA NACIONAL,35,274901,REMOCION DE CUERPO EXTRANO EN TEJIDOS BLANDOS DE LA BOCA,0.00
1866,7,POLICIA NACIONAL,36,275101,SUTURA O REPARACION DE LACERACION (HERIDA) EN LABIOS HASTA DE CINCO CENTIMETROS,0.00
1867,7,POLICIA NACIONAL,37,275102,SUTURA O REPARACION DE LACERACION (HERIDA) EN LABIOS DE MAS DE CINCO CENTIMETROS,0.00
1868,7,POLICIA NACIONAL,38,275104,SUTURA DE LACERACION EN LABIOS,0.00
1869,7,POLICIA NACIONAL,39,275203,SUTURA DE LACERACION DE OTRA PARTE DE LA BOCA,0.00
1870,7,POLICIA NACIONAL,41,579401,INSERCION DE DISPOSITIVO URINARIO (VESICAL),0.00
1871,7,POLICIA NACIONAL,42,579501,REEMPLAZO DE DISPOSITIVO URINARIO (VESICAL),0.00
2176,7,POLICIA NACIONAL,443,5DS002,DERECHOS DE SALA DE CURACIONES O PROCEDIMIENTOS,0.00
2177,7,POLICIA NACIONAL,444,5DS003,DERECHOS DE SALA DE PEQUENA CIRUGIA (SUTURAS),0.00
2178,7,POLICIA NACIONAL,445,5DS004,DERECHOS DE SALA DE YESOS,0.00
2179,7,POLICIA NACIONAL,446,5DSB01,DERECHOS DE SALA DE OBSERVACION EN URGENCIAS COMPLEJIDAD BAJA,0.00
2180,7,POLICIA NACIONAL,447,601T01,TRASLADO ASISTENCIAL BASICO TERRESTRE PRIMARIO,0.00
2181,7,POLICIA NACIONAL,448,601T02,TRASLADO ASISTENCIAL BASICO TERRESTRE SECUNDARIO,0.00
1872,7,POLICIA NACIONAL,43,697101,INSERCION DE DISPOSITIVO INTRAUTERINO ANTICONCEPTIVO [DIU],0.00
1873,7,POLICIA NACIONAL,44,721003,PARTO INSTRUMENTADO,0.00
1874,7,POLICIA NACIONAL,45,732201,PARTO INTERVENIDO CON MANIOBRAS DE VERSION,0.00
1875,7,POLICIA NACIONAL,46,735301,ASISTENCIA DEL PARTO CON O SIN EPISIORRAFIA O PERINEORRAFIA,0.00
1876,7,POLICIA NACIONAL,47,735980,OTRA ASISTENCIA MANUAL DEL PARTO ESPONTANEO,0.00
1877,7,POLICIA NACIONAL,49,754101,"REMOCION MANUAL DE PLACENTA RETENIDA O REVISION UTERINA, SIN ATENCION DEL PARTO",0.00
1878,7,POLICIA NACIONAL,50,786902,"EXTRACCION DE CUERPO EXTRANO EN FALANGES (UNO O MAS) DE MANO, VIA ABIERTA",0.00
2182,7,POLICIA NACIONAL,51,797101,REDUCCION CERRADA DE LUXACION EN HOMBRO,0.00
1839,7,POLICIA NACIONAL,1,82101,RESECCION DE CHALAZION VIA ANTERIOR,0.00
1840,7,POLICIA NACIONAL,2,82102,RESECCION DE CHALAZION VIA POSTERIOR,0.00
1879,7,POLICIA NACIONAL,52,829910,EXTRACCION DE CUERPO EXTRANO EN TEJIDOS BLANDOS DE DEDOS DE LA MANO,0.00
1880,7,POLICIA NACIONAL,55,861101,DRENAJE DE COLECCION SUPERFICIAL DE PIEL O TEJIDO CELULAR SUBCUTANEO POR INCISION O ASPIRACION,0.00
1881,7,POLICIA NACIONAL,56,861102,DRENAJE DE COLECCION PROFUNDA EN PIEL O TEJIDO CELULAR SUBCUTANEO POR INCISION O ASPIRACION,0.00
1882,7,POLICIA NACIONAL,57,861201,EXTRACCION DE CUERPO EXTRANO EN PIEL O TEJIDO CELULAR SUBCUTANEO DE AREA GENERAL POR INCISION,0.00
1883,7,POLICIA NACIONAL,58,861202,EXTRACCION DE CUERPO EXTRANO EN PIEL O TEJIDO CELULAR SUBCUTANEO DE AREA ESPECIAL POR INCISION,0.00
1884,7,POLICIA NACIONAL,59,861203,EXTRACCION DE ANTICONCEPTIVOS SUBDERMICOS POR INCISION,0.00
1885,7,POLICIA NACIONAL,60,861801,INSERCION DE ANTICONCEPTIVOS SUBDERMICOS,0.00
1886,7,POLICIA NACIONAL,61,862701,ONICECTOMIA,0.00
1887,7,POLICIA NACIONAL,62,865101,"SUTURA DE HERIDA UNICA, EN AREA GENERAL",0.00
1888,7,POLICIA NACIONAL,63,865102,"SUTURA DE HERIDA MULTIPLE, EN AREA GENERAL",0.00
1889,7,POLICIA NACIONAL,64,865201,SUTURA DE HERIDA UNICA DE CARA,0.00
1890,7,POLICIA NACIONAL,66,865203,"SUTURA DE HERIDA UNICA DE PLIEGUES DE FLEXION, GENITALES, MANOS Y PIES",0.00
1891,7,POLICIA NACIONAL,67,865204,SUTURA DE HERIDA MULTIPLE DE CARA,0.00
1892,7,POLICIA NACIONAL,68,865205,SUTURA DE HERIDA MULTIPLE DE CARA SIN COMPROMISO DE LABIOS O PARPADOS,0.00
1893,7,POLICIA NACIONAL,69,865206,"SUTURA DE HERIDA MULTIPLE DE PLIEGUES DE FLEXION, GENITALES, MANOS Y PIES",0.00
1894,7,POLICIA NACIONAL,70,865207,SUTURA DE HERIDA PARCIAL DE CUERO CABELLUDO (ESCALPE),0.00
1895,7,POLICIA NACIONAL,71,865208,"SUTURA DE AVULSION EN PABELLON AURICULAR, NARIZ, LABIOS, PARPADOS O GENITALES",0.00
1896,7,POLICIA NACIONAL,73,869401,RETIRO DE SUTURA EN PIEL O TEJIDO CELULAR SUBCUTANEO,0.00
1897,7,POLICIA NACIONAL,74,869501,CURACION DE LESION EN PIEL O TEJIDO CELULAR SUBCUTANEO,0.00
1898,7,POLICIA NACIONAL,75,870001,RADIOGRAFIA DE CRANEO SIMPLE,0.00
1899,7,POLICIA NACIONAL,77,870005,RADIOGRAFIA DE MASTOIDES COMPARATIVAS,0.00
1900,7,POLICIA NACIONAL,78,870101,RADIOGRAFIA DE CARA (PERFILOGRAMA),0.00
1901,7,POLICIA NACIONAL,79,870102,RADIOGRAFIA DE ORBITAS,0.00
2183,7,POLICIA NACIONAL,80,870105,RADIOGRAFIA DE ARCO CIGOMATICO,0.00
1902,7,POLICIA NACIONAL,81,870107,RADIOGRAFIA DE HUESOS NASALES,0.00
1903,7,POLICIA NACIONAL,82,870108,RADIOGRAFIA DE SENOS PARANASALES,0.00
2184,7,POLICIA NACIONAL,83,870112,RADIOGRAFIA DE MAXILAR SUPERIOR,0.00
2185,7,POLICIA NACIONAL,84,870113,RADIOGRAFIA DE MAXILAR INFERIOR,0.00
2186,7,POLICIA NACIONAL,85,870131,RADIOGRAFIA DE ARTICULACION TEMPOROMAXILAR [ATM],0.00
2187,7,POLICIA NACIONAL,86,870460,RADIOGRAFIAS INTRAORALES CORONALES,0.00
1904,7,POLICIA NACIONAL,87,870601,RADIOGRAFIA DE TEJIDOS BLANDOS DE CUELLO,0.00
1905,7,POLICIA NACIONAL,88,870602,RADIOGRAFIA DE CAVUM FARINGEO,0.00
1906,7,POLICIA NACIONAL,89,871010,RADIOGRAFIA DE COLUMNA CERVICAL,0.00
2188,7,POLICIA NACIONAL,90,871019,RADIOGRAFIA DE COLUMNA UNION CERVICO DORSAL,0.00
1907,7,POLICIA NACIONAL,91,871020,RADIOGRAFIA DE COLUMNA TORACICA,0.00
1908,7,POLICIA NACIONAL,92,871030,RADIOGRAFIA DE COLUMNA DORSOLUMBAR,0.00
1909,7,POLICIA NACIONAL,93,871040,RADIOGRAFIA DE COLUMNA LUMBOSACRA,0.00
1910,7,POLICIA NACIONAL,94,871050,RADIOGRAFIA DE SACRO COCCIX,0.00
2189,7,POLICIA NACIONAL,95,871060,RADIOGRAFIA DE COLUMNA VERTEBRAL TOTAL,0.00
1911,7,POLICIA NACIONAL,96,871062,"RADIOGRAFIA PANORAMICA DE COLUMNA (GONIOMETRIA U ORTOGRAMA) FORMATO 14"" X 17"" (NINOS)",0.00
1912,7,POLICIA NACIONAL,97,871091,RADIOGRAFIA DE ARTICULACIONES SACROILIACAS,0.00
1913,7,POLICIA NACIONAL,98,871111,RADIOGRAFIA DE REJA COSTAL,0.00
1914,7,POLICIA NACIONAL,99,871112,RADIOGRAFIA DE ESTERNON,0.00
1915,7,POLICIA NACIONAL,100,871121,"RADIOGRAFIA DE TORAX (P.A. O A.P. Y LATERAL, DECUBITO LATERAL, OBLICUAS O LATERAL)",0.00
1916,7,POLICIA NACIONAL,101,871129,RADIOGRAFIA DE ARTICULACIONES ESTERNOCLAVICULARES,0.00
1917,7,POLICIA NACIONAL,102,872002,RADIOGRAFIA DE ABDOMEN SIMPLE,0.00
2190,7,POLICIA NACIONAL,103,873004,RADIOGRAFIA PARA DETECTAR EDAD OSEA [CARPOGRAMA],0.00
1918,7,POLICIA NACIONAL,104,873111,RADIOGRAFIA DE OMOPLATO,0.00
1919,7,POLICIA NACIONAL,105,873112,RADIOGRAFIA DE CLAVICULA,0.00
1920,7,POLICIA NACIONAL,106,873121,RADIOGRAFIA DE HUMERO,0.00
1921,7,POLICIA NACIONAL,107,873122,RADIOGRAFIA DE ANTEBRAZO,0.00
1922,7,POLICIA NACIONAL,108,873123,RADIOGRAFIAS COMPARATIVAS DE EXTREMIDADES SUPERIORES,0.00
1923,7,POLICIA NACIONAL,109,873202,RADIOGRAFIA DE ARTICULACIONES ACROMIO CLAVICULARES COMPARATIVAS,0.00
1924,7,POLICIA NACIONAL,110,873204,RADIOGRAFIA DE HOMBRO,0.00
1925,7,POLICIA NACIONAL,111,873205,RADIOGRAFIA DE CODO,0.00
1926,7,POLICIA NACIONAL,112,873206,RADIOGRAFIA DE PUNO O MUNECA,0.00
1927,7,POLICIA NACIONAL,113,873210,RADIOGRAFIA DE MANO,0.00
1928,7,POLICIA NACIONAL,114,873303,RADIOGRAFIA COMPARATIVA DE PIES CON APOYO (AP Y LATERAL),0.00
1929,7,POLICIA NACIONAL,115,873306,"RADIOGRAFIA PANORAMICA DE MIEMBROS INFERIORES (GONIOMETRIA U ORTOGRAMA), EN FORMATO 14"" X 17"" (NINOS)",0.00
1930,7,POLICIA NACIONAL,116,873312,"RADIOGRAFIA DE FEMUR (AP, LATERAL)",0.00
1931,7,POLICIA NACIONAL,117,873313,"RADIOGRAFIA DE PIERNA (AP, LATERAL)",0.00
1932,7,POLICIA NACIONAL,118,873314,RADIOGRAFIA DE ANTEVERSION TIBIAL,0.00
